date,f107_now,carrington_rotation,monthly_f107,sma_13_past,slope_12m,volatility_13m,cycle_state_falling,cycle_state_plateau,cycle_state_rising,activity_level_high,activity_level_low,activity_level_medium,volatility_state_high,volatility_state_normal
1961-11-14,85.0,1447.3965,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-15,83.1,1447.4332,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-16,85.1,1447.4698,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-17,82.1,1447.5064,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-18,78.1,1447.543,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-19,76.1,1447.5796,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-20,79.0,1447.6162,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-21,81.9,1447.6529,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-22,83.0,1447.6895,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-23,86.0,1447.7261,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-24,85.9,1447.7627,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-25,90.8,1447.7993,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-26,91.8,1447.8359,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-27,93.7,1447.8725,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-28,96.6,1447.9091,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-29,96.6,1447.9458,96.02258064516128,115.86226456339358,-4.368600230414747,15.622455363082386,1,0,0,0,0,1,0,1
1961-11-30,102.6,1447.9824,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-01,103.7,1448.019,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-02,106.6,1448.0556,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-03,109.6,1448.0922,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-04,103.6,1448.1288,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-05,99.6,1448.1654,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-06,99.6,1448.202,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-07,92.7,1448.2386,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-08,94.7,1448.2752,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-09,90.7,1448.3119,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-10,85.7,1448.3485,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-11,80.8,1448.3851,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-12,76.9,1448.4217,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-13,80.7,1448.4583,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-14,79.7,1448.4949,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-15,79.8,1448.5315,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-16,79.8,1448.5681,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-17,77.8,1448.6047,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-18,79.8,1448.6413,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-19,80.7,1448.6779,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-20,86.6,1448.7145,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-21,88.6,1448.7511,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-22,97.4,1448.7877,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-23,99.3,1448.8243,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-24,102.3,1448.8609,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-25,101.3,1448.8975,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-26,100.3,1448.9341,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-27,101.3,1448.9707,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-28,96.3,1449.0073,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-29,96.3,1449.0438,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-30,92.4,1449.0804,88.28666666666666,111.78282701169799,-4.581285645358225,15.342587660218811,1,0,0,0,0,1,0,1
1961-12-31,91.4,1449.117,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-01,88.23333333333333,1449.1535999999999,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-02,85.06666666666668,1449.1902,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-03,81.9,1449.2268,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-04,80.0,1449.2633,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-05,76.4,1449.2999,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-06,75.4,1449.3365,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-07,75.7,1449.3731,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-08,72.9,1449.4096,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-09,72.6,1449.4462,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-10,74.0,1449.4828,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-11,74.1,1449.5194,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-12,76.0,1449.5559,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-13,76.8,1449.5925,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-14,81.0,1449.6291,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-15,84.0,1449.6657,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-16,82.5,1449.7022,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-17,85.1,1449.7388,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-18,92.4,1449.7754,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-19,96.6,1449.812,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-20,105.4,1449.8485,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-21,109.6,1449.8851,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-22,108.7,1449.9217,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-23,114.1,1449.9582,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-24,111.7,1449.9948,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-25,112.8,1450.0314,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-26,113.2,1450.068,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-27,112.4,1450.1045,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-28,112.6,1450.1411,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-29,107.0,1450.1777,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-30,99.8,1450.2143,92.12903225806451,107.66711154436962,-4.623222507778958,12.39941646416194,1,0,0,0,0,1,0,1
1962-01-31,100.0,1450.2508,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-01,108.0,1450.2874,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-02,101.3,1450.324,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-03,99.4,1450.3605,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-04,101.9,1450.3971,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-05,90.8,1450.4337,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-06,84.0,1450.4703,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-07,81.1,1450.5068,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-08,80.4,1450.5434,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-09,81.2,1450.58,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-10,79.2,1450.6166,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-11,80.5,1450.6531,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-12,79.7,1450.6897,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-13,83.1,1450.7263,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-14,82.0,1450.7629,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-15,81.5,1450.7995,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-16,84.1,1450.836,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-17,85.7,1450.8726,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-18,89.7,1450.9092,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-19,106.8,1450.9458,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-20,105.8,1450.9824,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-21,112.6,1451.019,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-22,119.0,1451.0556,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-23,134.1,1451.0921,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-24,131.8,1451.1287,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-25,127.4,1451.1653,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-26,127.4,1451.2019,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-27,134.6,1451.2385,91.54838709677419,104.41971700342667,-4.522447073535783,10.354518613563474,1,0,0,0,0,1,0,1
1962-02-28,120.2,1451.2751,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-01,119.5,1451.3117,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-02,111.1,1451.3483,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-03,99.2,1451.3849,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-04,87.8,1451.4215,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-05,84.9,1451.4581,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-06,80.5,1451.4947,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-07,79.3,1451.5313,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-08,75.7,1451.5679,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-09,77.0,1451.6045,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-10,74.8,1451.6411,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-11,77.1,1451.6777,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-12,81.6,1451.7143,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-13,80.7,1451.7509,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-14,81.7,1451.7876,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-15,83.9,1451.8242,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-16,85.7,1451.8608,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-17,93.9,1451.8974,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-18,97.8,1451.934,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-19,116.0,1451.9706,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-20,117.6,1452.0073,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-21,127.1,1452.0439,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-22,127.7,1452.0805,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-23,129.9,1452.1171,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-24,125.4,1452.1538,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-25,127.4,1452.1904,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-26,117.4,1452.227,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-27,116.6,1452.2636,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-28,108.4,1452.3003,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-29,102.9,1452.3369,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-30,98.7,1452.3735,99.76071428571429,103.01272480207965,-4.053724398361496,9.560052464177023,1,0,0,0,0,1,0,1
1962-03-31,92.3,1452.4102,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-01,87.5,1452.4468,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-02,82.8,1452.4834,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-03,80.5,1452.5201,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-04,78.0,1452.5567,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-05,76.2,1452.5934,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-06,78.3,1452.63,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-07,77.3,1452.6667,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-08,77.1,1452.7033,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-09,78.2,1452.74,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-10,81.8,1452.7766,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-11,88.8,1452.8133,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-12,94.0,1452.85,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-13,103.2,1452.8866,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-14,110.5,1452.9233,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-15,112.3,1452.96,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-16,120.3,1452.9966,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-17,115.2,1453.0333,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-18,110.0,1453.07,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-19,110.1,1453.1067,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-20,110.5,1453.1434,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-21,113.3,1453.1801,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-22,114.6,1453.2168,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-23,109.3,1453.2535,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-24,106.4,1453.2901,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-25,102.5,1453.3268,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-26,101.2,1453.3635,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-27,101.0,1453.4003,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-28,97.5,1453.437,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-29,94.8,1453.4737,99.34193548387097,102.67007148765212,-3.6841605616605633,9.609324435211535,1,0,0,0,0,1,0,1
1962-04-30,92.8,1453.5104,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-01,95.4,1453.5471,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-02,96.5,1453.5838,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-03,96.1,1453.6205,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-04,92.2,1453.6572,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-05,88.5,1453.694,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-06,88.1,1453.7307,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-07,84.7,1453.7674,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-08,85.8,1453.8041,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-09,89.0,1453.8409,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-10,92.7,1453.8776,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-11,99.9,1453.9143,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-12,99.9,1453.9511,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-13,98.4,1453.9878,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-14,96.6,1454.0246,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-15,93.1,1454.0613,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-16,91.3,1454.0981,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-17,95.5,1454.1348,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-18,96.9,1454.1716,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-19,99.1,1454.2083,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-20,105.7,1454.2451,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-21,108.6,1454.2818,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-22,112.5,1454.3186,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-23,113.6,1454.3554,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-24,113.7,1454.3921,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-25,114.5,1454.4289,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-26,113.0,1454.4657,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-27,111.4,1454.5024,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-28,105.7,1454.5392,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-29,107.3,1454.576,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-30,108.1,1454.6127,96.86666666666666,102.13723443223444,-3.4664861751152074,9.733087045088993,1,0,0,0,0,1,0,1
1962-05-31,107.4,1454.6495,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-01,100.8,1454.6863,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-02,95.1,1454.723,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-03,89.0,1454.7598,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-04,87.5,1454.7966,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-05,87.5,1454.8334,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-06,89.9,1454.8701,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-07,94.4,1454.9069,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-08,92.3,1454.9437,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-09,94.2,1454.9804,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
1962-06-10,93.2,1455.0172,100.03870967741935,101.69457107408721,-3.0721685572492015,9.68368553748564,1,0,0,0,0,1,0,1
